"plantid","Year","Plot","in.demo","in.phen","in.seed","No.leaves","Leaf.length","No.umbels","umbel.no","no.seeds","phen.umbels","phen.julis","demo.note","proc.note","demo.edited","seed.note","obs.alive","surv"
"3190_10",2020,10,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3190_10",2021,10,TRUE,TRUE,TRUE,2,13.5,1,1,6,1,"118","","",FALSE,";;",TRUE,TRUE
"3190_10",2022,10,TRUE,TRUE,TRUE,3,17,2,2,0,2,"117; 117","","",FALSE,";",TRUE,TRUE
"3190_10",2022,10,TRUE,TRUE,TRUE,3,17,2,1,132,2,"117; 117","","",FALSE,";",TRUE,TRUE
"3190_10",2023,10,TRUE,TRUE,TRUE,3,23.5,2,1,132,2,"123; 130","","",FALSE,"",TRUE,TRUE
"3190_10",2023,10,TRUE,TRUE,TRUE,3,23.5,2,2,138,2,"123; 130","","",FALSE,"",TRUE,TRUE
"3190_10",2024,10,TRUE,TRUE,TRUE,3,25.5,1,1,8,1,"103","","",FALSE,"counted on 6-Jun",TRUE,TRUE
"3190_2",2019,2,TRUE,FALSE,FALSE,1,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3190_2",2020,2,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3190_2",2021,2,TRUE,FALSE,FALSE,1,10.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3190_2",2022,2,TRUE,TRUE,TRUE,3,17,1,1,60,1,"138","","",FALSE,"umble maybe nibbled on;",TRUE,TRUE
"3190_2",2023,2,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3190_2",2024,2,TRUE,FALSE,FALSE,0,,,,,,"","NP; pulled tag","",FALSE,"",FALSE,FALSE
"3191_1",2019,1,TRUE,FALSE,FALSE,1,11.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3191_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","",FALSE,"",FALSE,FALSE
"3191_1",2021,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3191_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled","",FALSE,"",FALSE,FALSE
"3191_5",2016,5,TRUE,FALSE,FALSE,7,7.9,1,,,,"","Half dead","",FALSE,"",TRUE,TRUE
"3191_5",2017,5,TRUE,FALSE,FALSE,3,7,2,,,,"","","",FALSE,"",TRUE,TRUE
"3191_5",2018,5,TRUE,FALSE,FALSE,1,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3191_5",2019,5,TRUE,FALSE,FALSE,1,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3191_5",2020,5,TRUE,FALSE,FALSE,1,12.2,0,,,,"","","",FALSE,"",TRUE,TRUE
"3191_5",2021,5,TRUE,FALSE,FALSE,0,,,,,,"","NP","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3191_5",2022,5,TRUE,FALSE,FALSE,2,22.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3191_5",2023,5,TRUE,TRUE,TRUE,2,15,1,1,26,1,"123","","",FALSE,"",TRUE,TRUE
"3191_5",2024,5,TRUE,TRUE,TRUE,2,10.5,1,1,0,1,"117","longest leaf missing","",FALSE,"counted on 5-Jun; plant/umbels gone;",TRUE,TRUE
"3192_1",2019,1,TRUE,FALSE,FALSE,1,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3192_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3192_1",2021,1,TRUE,FALSE,FALSE,3,14,1,,,,"","","",FALSE,"",TRUE,TRUE
"3192_1",2022,1,TRUE,TRUE,TRUE,2,15,1,1,42,1,"131","","",FALSE,";",TRUE,TRUE
"3192_1",2023,1,TRUE,FALSE,FALSE,5,20.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3192_1",2024,1,TRUE,TRUE,TRUE,3,15,2,1,0,2,"110; 124","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3192_1",2024,1,TRUE,TRUE,TRUE,3,15,2,2,56,2,"110; 124","","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3192_5",2016,5,TRUE,FALSE,FALSE,7,10.1,2,,,,"","","",FALSE,"",TRUE,TRUE
"3192_5",2017,5,TRUE,FALSE,FALSE,6,11,1,,,,"","","",FALSE,"",TRUE,TRUE
"3192_5",2018,5,TRUE,FALSE,FALSE,3,10,1,,,,"","","",FALSE,"",TRUE,TRUE
"3192_5",2019,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3192_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3192_5",2021,5,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3192_5",2022,5,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled","",FALSE,"",FALSE,FALSE
"3193_1",2019,1,TRUE,FALSE,FALSE,1,15,1,,,,"","","",FALSE,"",TRUE,TRUE
"3193_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3193_1",2021,1,TRUE,FALSE,FALSE,1,20,0,,,,"","","; imputed survival after gap length NA",TRUE,"",TRUE,TRUE
"3193_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3193_1",2023,1,TRUE,FALSE,FALSE,2,20,1,,,,"","","",FALSE,"",TRUE,TRUE
"3193_1",2024,1,TRUE,TRUE,TRUE,1,19,1,1,0,1,"117","","",FALSE,"counted on 6-Jun; plant/umbels gone;",TRUE,TRUE
"3193_5",2016,5,TRUE,FALSE,FALSE,10,6,2,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2017,5,TRUE,FALSE,FALSE,5,9.5,3,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2018,5,TRUE,FALSE,FALSE,5,12,1,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2019,5,TRUE,FALSE,FALSE,1,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2020,5,TRUE,FALSE,FALSE,3,19,0,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2021,5,TRUE,FALSE,FALSE,2,17.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3193_5",2022,5,TRUE,TRUE,TRUE,6,20.5,1,1,38,1,"145","","",FALSE,";",TRUE,TRUE
"3193_5",2023,5,TRUE,TRUE,TRUE,2,10,1,1,0,1,"123","dead umbel","",FALSE,"",TRUE,TRUE
"3193_5",2024,5,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3194_1",2019,1,TRUE,FALSE,FALSE,1,18.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3194_1",2021,1,TRUE,FALSE,FALSE,1,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_1",2022,1,TRUE,FALSE,FALSE,1,30,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_1",2023,1,TRUE,FALSE,FALSE,3,16,2,,,,"","","",FALSE,"",TRUE,TRUE
"3194_1",2024,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3194_5",2016,5,TRUE,FALSE,FALSE,3,6.8,1,,,,"","","",FALSE,"",TRUE,TRUE
"3194_5",2017,5,TRUE,FALSE,FALSE,5,12,3,,,,"","","",FALSE,"",TRUE,TRUE
"3194_5",2018,5,TRUE,FALSE,FALSE,2,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_5",2019,5,TRUE,FALSE,FALSE,1,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_5",2020,5,TRUE,FALSE,FALSE,1,11.1,0,,,,"","","",FALSE,"",TRUE,TRUE
"3194_5",2021,5,TRUE,FALSE,FALSE,,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3194_5",2022,5,TRUE,FALSE,FALSE,,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3194_5",2023,5,TRUE,FALSE,FALSE,,,,,,,"","NPNT > 2 years.","",FALSE,"",FALSE,FALSE
"3194_5",2024,5,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3195_1",2019,1,TRUE,FALSE,FALSE,1,6,1,,,,"","","",FALSE,"",TRUE,TRUE
"3195_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3195_1",2021,1,TRUE,TRUE,FALSE,1,11,1,,,1,"118","","",FALSE,"",TRUE,TRUE
"3195_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3195_1",2023,1,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled.","",FALSE,"",FALSE,FALSE
"3195_5",2018,5,TRUE,FALSE,FALSE,4,14.5,2,,,,"","found plant with unlisted tag ","",FALSE,"",TRUE,TRUE
"3195_5",2019,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 2",TRUE,"",FALSE,TRUE
"3195_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length NA",TRUE,"",FALSE,TRUE
"3195_5",2021,5,TRUE,FALSE,FALSE,1,15.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3195_5",2022,5,TRUE,FALSE,FALSE,4,25,0,,,,"","","",FALSE,"",TRUE,TRUE
"3195_5",2023,5,TRUE,TRUE,TRUE,3,20,2,3,0,3,"123; 130; 144","","",FALSE,"",TRUE,TRUE
"3195_5",2023,5,TRUE,TRUE,TRUE,3,20,2,1,0,3,"123; 130; 144","","",FALSE,"",TRUE,TRUE
"3195_5",2023,5,TRUE,TRUE,TRUE,3,20,2,2,0,3,"123; 130; 144","","",FALSE,"",TRUE,TRUE
"3195_5",2024,5,TRUE,FALSE,FALSE,1,13,0,,,,"","","",FALSE,"",TRUE,TRUE
"3196_13",2019,13,TRUE,FALSE,FALSE,1,10,0,,,,"","","",FALSE,"",TRUE,TRUE
"3196_13",2020,13,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3196_13",2021,13,TRUE,TRUE,FALSE,1,17.5,0,,,1,"118","","",FALSE,"",TRUE,TRUE
"3196_13",2022,13,TRUE,FALSE,TRUE,2,9,2,2,0,,"","umbels and leaves died","",FALSE,";",TRUE,TRUE
"3196_13",2022,13,TRUE,FALSE,TRUE,2,9,2,1,0,,"","umbels and leaves died","",FALSE,";",TRUE,TRUE
"3196_13",2023,13,TRUE,FALSE,FALSE,,,,,,,"","NPNT; maybe eaten by dactylis","",FALSE,"",FALSE,FALSE
"3196_13",2024,13,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3196_5",2016,5,TRUE,FALSE,FALSE,5,9.6,2,,,,"","","",FALSE,"",TRUE,TRUE
"3196_5",2017,5,TRUE,FALSE,FALSE,6,10.5,4,,,,"","","",FALSE,"",TRUE,TRUE
"3196_5",2018,5,TRUE,FALSE,FALSE,3,8.5,1,,,,"","","",FALSE,"",TRUE,TRUE
"3196_5",2019,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3196_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3196_5",2021,5,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3196b_5",2022,5,TRUE,TRUE,TRUE,6,18,2,1,84,2,"117; 138","Maybe 2 plants","; tag changed after survival gap length NA",TRUE,";",TRUE,TRUE
"3196b_5",2022,5,TRUE,TRUE,TRUE,6,18,2,2,20,2,"117; 138","Maybe 2 plants","; tag changed after survival gap length NA",TRUE,";",TRUE,TRUE
"3196b_5",2023,5,TRUE,TRUE,TRUE,4,11,2,1,38,4,"116; 116; 130; 130","2022: maybe 2 plants?","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3196b_5",2023,5,TRUE,TRUE,TRUE,4,11,2,2,22,4,"116; 116; 130; 130","2022: maybe 2 plants?","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3196b_5",2023,5,TRUE,TRUE,TRUE,4,11,2,3,0,4,"116; 116; 130; 130","2022: maybe 2 plants?","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3196b_5",2023,5,TRUE,TRUE,TRUE,4,11,2,4,0,4,"116; 116; 130; 130","2022: maybe 2 plants?","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3196b_5",2024,5,TRUE,TRUE,TRUE,4,15,3,1,0,2,"110; 117","third umbel bud not measured","; tag changed after survival gap length NA",TRUE,"counted on 5-Jun",TRUE,TRUE
"3197_1",2019,1,TRUE,FALSE,FALSE,1,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3197_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","",FALSE,"",FALSE,FALSE
"3197_1",2021,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3197_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled","",FALSE,"",FALSE,FALSE
"3197_5",2016,5,TRUE,FALSE,FALSE,3,4.7,0,,,,"","","",FALSE,"",TRUE,TRUE
"3197_5",2017,5,TRUE,FALSE,FALSE,0,,,,,,"","No plant/dead?","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3197_5",2018,5,TRUE,FALSE,FALSE,5,12,1,,,,"","","",FALSE,"",TRUE,TRUE
"3197_5",2019,5,TRUE,FALSE,FALSE,1,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3197_5",2020,5,TRUE,FALSE,FALSE,3,13.8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3197_5",2021,5,TRUE,TRUE,TRUE,6,17,2,2,34,2,"118; 118","","",FALSE,";;",TRUE,TRUE
"3197_5",2021,5,TRUE,TRUE,TRUE,6,17,2,1,64,2,"118; 118","","",FALSE,";;",TRUE,TRUE
"3197_5",2022,5,TRUE,TRUE,TRUE,7,14,4,3,6,4,"117; 124; 138; 138","","",FALSE,";",TRUE,TRUE
"3197_5",2022,5,TRUE,TRUE,TRUE,7,14,4,1,160,4,"117; 124; 138; 138","","",FALSE,";",TRUE,TRUE
"3197_5",2022,5,TRUE,TRUE,TRUE,7,14,4,2,138,4,"117; 124; 138; 138","","",FALSE,";",TRUE,TRUE
"3197_5",2022,5,TRUE,TRUE,TRUE,7,14,4,4,14,4,"117; 124; 138; 138","","",FALSE,";",TRUE,TRUE
"3197_5",2023,5,TRUE,TRUE,TRUE,5,11,4,3,22,4,"123; 123; 130; 137","","",FALSE,"",TRUE,TRUE
"3197_5",2023,5,TRUE,TRUE,TRUE,5,11,4,2,0,4,"123; 123; 130; 137","","",FALSE,"",TRUE,TRUE
"3197_5",2023,5,TRUE,TRUE,TRUE,5,11,4,4,0,4,"123; 123; 130; 137","","",FALSE,"",TRUE,TRUE
"3197_5",2023,5,TRUE,TRUE,TRUE,5,11,4,1,80,4,"123; 123; 130; 137","","",FALSE,"",TRUE,TRUE
"3197_5",2024,5,TRUE,TRUE,TRUE,5,14.5,4,1,12,4,"110; 110; 131; 131","","",FALSE,"counted on 5-Jun",TRUE,TRUE
"3197_5",2024,5,TRUE,TRUE,TRUE,5,14.5,4,4,74,4,"110; 110; 131; 131","","",FALSE,"counted on 5-Jun",TRUE,TRUE
"3197_5",2024,5,TRUE,TRUE,TRUE,5,14.5,4,3,76,4,"110; 110; 131; 131","","",FALSE,"counted on 5-Jun",TRUE,TRUE
"3197_5",2024,5,TRUE,TRUE,TRUE,5,14.5,4,2,4,4,"110; 110; 131; 131","","",FALSE,"counted on 5-Jun",TRUE,TRUE
"3198_1",2019,1,TRUE,FALSE,FALSE,1,10.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3198_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3198_1",2021,1,TRUE,FALSE,FALSE,2,12.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3198_1",2022,1,TRUE,FALSE,FALSE,1,19,0,,,,"","","",FALSE,"",TRUE,TRUE
"3198_1",2023,1,TRUE,FALSE,FALSE,0,,,,,,"","Accidentally pulled tag--no plant though.","",FALSE,"",FALSE,FALSE
"3198_5",2016,5,TRUE,FALSE,FALSE,1,10.1,1,,,,"","","",FALSE,"",TRUE,TRUE
"3198_5",2017,5,TRUE,FALSE,FALSE,0,,,,,,"","No plant/dead?","",FALSE,"",FALSE,FALSE
"3198_5",2018,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3198b_5",2019,5,TRUE,FALSE,FALSE,1,11,0,,,,"","","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3198b_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; tag changed after survival gap length 1; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3198b_5",2021,5,TRUE,FALSE,FALSE,1,15,0,,,,"","","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3198b_5",2022,5,TRUE,TRUE,TRUE,2,10,2,1,6,2,"117; 124","","; tag changed after survival gap length NA",TRUE,";",TRUE,TRUE
"3198b_5",2022,5,TRUE,TRUE,TRUE,2,10,2,2,0,2,"117; 124","","; tag changed after survival gap length NA",TRUE,";",TRUE,TRUE
"3198b_5",2023,5,TRUE,FALSE,FALSE,1,19,0,,,,"","","; tag changed after survival gap length NA",TRUE,"",TRUE,TRUE
"3198b_5",2024,5,TRUE,TRUE,TRUE,2,10,1,1,12,1,"103","","; tag changed after survival gap length NA",TRUE,"counted on 5-Jun",TRUE,TRUE
"3199_1",2019,1,TRUE,FALSE,FALSE,1,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3199_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3199_1",2021,1,TRUE,FALSE,FALSE,1,11.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3199_1",2022,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3199_1",2023,1,TRUE,FALSE,FALSE,0,,,,,,"","NP. Tag pulled.","",FALSE,"",FALSE,FALSE
"3199_5",2016,5,TRUE,FALSE,FALSE,5,9.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3199_5",2017,5,TRUE,FALSE,FALSE,5,9,2,,,,"","","",FALSE,"",TRUE,TRUE
"3199_5",2018,5,TRUE,FALSE,FALSE,4,9.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3199_5",2019,5,TRUE,FALSE,FALSE,2,12,0,,,,"","","",FALSE,"",TRUE,TRUE
"3199_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3199_5",2021,5,TRUE,FALSE,FALSE,3,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3199_5",2022,5,TRUE,TRUE,TRUE,5,18,2,1,68,2,"117; 138","","",FALSE,"weird alien stalk;",TRUE,TRUE
"3199_5",2022,5,TRUE,TRUE,TRUE,5,18,2,2,2,2,"117; 138","","",FALSE,";",TRUE,TRUE
"3199_5",2023,5,TRUE,TRUE,TRUE,7,16,4,1,92,4,"109; 123; 137; 137","","",FALSE,"",TRUE,TRUE
"3199_5",2023,5,TRUE,TRUE,TRUE,7,16,4,3,22,4,"109; 123; 137; 137","","",FALSE,"",TRUE,TRUE
"3199_5",2023,5,TRUE,TRUE,TRUE,7,16,4,2,0,4,"109; 123; 137; 137","","",FALSE,"",TRUE,TRUE
"3199_5",2023,5,TRUE,TRUE,TRUE,7,16,4,4,0,4,"109; 123; 137; 137","","",FALSE,"",TRUE,TRUE
"3199_5",2024,5,TRUE,TRUE,TRUE,5,13,3,2,78,3,"96; 117; 117","one dead umbel maybe missing from phen","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3199_5",2024,5,TRUE,TRUE,TRUE,5,13,3,1,40,3,"96; 117; 117","one dead umbel maybe missing from phen","",FALSE,"counted on 13-Jun",TRUE,TRUE
"3200_1",2019,1,TRUE,FALSE,FALSE,1,5.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_1",2020,1,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3200_1",2021,1,TRUE,FALSE,FALSE,1,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_1",2022,1,TRUE,FALSE,FALSE,1,17,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_1",2023,1,TRUE,FALSE,FALSE,1,15,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_1",2024,1,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3200_5",2016,5,TRUE,FALSE,FALSE,4,7.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3200_5",2017,5,TRUE,FALSE,FALSE,7,11.5,4,,,,"","","",FALSE,"",TRUE,TRUE
"3200_5",2018,5,TRUE,FALSE,FALSE,1,9,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_5",2019,5,TRUE,FALSE,FALSE,1,9,0,,,,"","","",FALSE,"",TRUE,TRUE
"3200_5",2020,5,TRUE,FALSE,FALSE,0,,,,,,"","no plant","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3200_5",2021,5,TRUE,TRUE,FALSE,2,8,1,,,1,"111","","",FALSE,"",TRUE,TRUE
"3200_5",2022,5,TRUE,TRUE,TRUE,5,15,3,3,0,3,"110; 117; 124","","",FALSE,";",TRUE,TRUE
"3200_5",2022,5,TRUE,TRUE,TRUE,5,15,3,2,46,3,"110; 117; 124","","",FALSE,";",TRUE,TRUE
"3200_5",2022,5,TRUE,TRUE,TRUE,5,15,3,1,80,3,"110; 117; 124","","",FALSE,";",TRUE,TRUE
"3200_5",2023,5,TRUE,TRUE,TRUE,8,14,4,2,60,2,"116; 123","","",FALSE,"",TRUE,TRUE
"3200_5",2023,5,TRUE,TRUE,TRUE,8,14,4,1,0,2,"116; 123","","",FALSE,"",TRUE,TRUE
"3200_5",2024,5,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3226_12",2021,12,TRUE,FALSE,FALSE,1,7,0,,,,"","","",FALSE,"",TRUE,TRUE
"3226_12",2022,12,TRUE,FALSE,FALSE,1,7.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3226_12",2023,12,TRUE,FALSE,FALSE,2,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3226_12",2024,12,TRUE,FALSE,FALSE,1,11,0,,,,"","","",FALSE,"",TRUE,TRUE
"3287_13",2016,13,TRUE,FALSE,FALSE,3,8,0,,,,"","","",FALSE,"",TRUE,TRUE
"3287_13",2017,13,TRUE,FALSE,FALSE,2,13,1,,,,"","","",FALSE,"",TRUE,TRUE
"3287_13",2018,13,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3287_13",2019,13,TRUE,FALSE,FALSE,0,,,,,,"","no plant","",FALSE,"",FALSE,FALSE
"3287_13",2020,13,TRUE,FALSE,FALSE,,,,,,,"","","",FALSE,"",FALSE,FALSE
"3287_13",2021,13,TRUE,FALSE,FALSE,,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3287_13",2022,13,TRUE,FALSE,FALSE,0,,,,,,"","NP, tag pulled","",FALSE,"",FALSE,FALSE
"3297_15",2016,15,TRUE,FALSE,FALSE,1,7,1,,,,"","","",FALSE,"",TRUE,TRUE
"3297_15",2017,15,TRUE,FALSE,FALSE,7,17.5,3,,,,"","","",FALSE,"",TRUE,TRUE
"3297_15",2018,15,TRUE,FALSE,FALSE,6,21.5,2,,,,"","","",FALSE,"",TRUE,TRUE
"3297_15",2019,15,TRUE,FALSE,FALSE,3,8,2,,,,"","","",FALSE,"",TRUE,TRUE
"3297_15",2020,15,TRUE,FALSE,FALSE,,,,,,,"","","; imputed survival after gap length 1",TRUE,"",FALSE,TRUE
"3297_15",2021,15,TRUE,TRUE,FALSE,5,18,1,,,1,"118","","",FALSE,"",TRUE,TRUE
"3297_15",2022,15,TRUE,TRUE,TRUE,4,21,2,1,132,2,"110; 131","","",FALSE,";",TRUE,TRUE
"3297_15",2022,15,TRUE,TRUE,TRUE,4,21,2,2,0,2,"110; 131","","",FALSE,";",TRUE,TRUE
"3297_15",2023,15,TRUE,TRUE,TRUE,0,,,1,0,1,"123","plant flowered, but clipped 5/15 or now gone","",FALSE,"[stalk clipped 15 may; tag hard to read on datasheet]",TRUE,TRUE
"3297_15",2024,15,TRUE,TRUE,TRUE,9,12.5,5,1,0,1,"117","","",FALSE,"counted on 6-Jun; plant/umbels gone;",TRUE,TRUE
"3298_7",2016,7,TRUE,FALSE,FALSE,8,3,3,,,,"","2 stalks","",FALSE,"",TRUE,TRUE
"3298_7",2017,7,TRUE,FALSE,FALSE,3,18,2,,,,"","","",TRUE,"",TRUE,TRUE
"3298_7",2018,7,TRUE,FALSE,FALSE,5,14,3,,,,"","tag says '3298'","",TRUE,"",TRUE,TRUE
"3298_7",2019,7,TRUE,FALSE,FALSE,5,10.5,3,,,,"","tag says '3298'","",TRUE,"",TRUE,TRUE
"3298_7",2020,7,TRUE,FALSE,FALSE,4,11.2,2,,,,"","tag says '3298'","",TRUE,"",TRUE,TRUE
"3298_7",2021,7,TRUE,TRUE,TRUE,5,11.5,2,1,36,2,"118; 118","","",TRUE,";;",TRUE,TRUE
"3298_7",2021,7,TRUE,TRUE,TRUE,5,11.5,2,2,0,2,"118; 118","","",TRUE,"dead;;",TRUE,TRUE
"3298_7",2022,7,TRUE,TRUE,TRUE,2,18,1,1,26,2,"110; 124","tag says '3298' ","",TRUE,";",TRUE,TRUE
"3298_7",2023,7,TRUE,FALSE,FALSE,6,16,3,,,,"","tag says 3298!","",TRUE,"",TRUE,TRUE
"3298_7",2024,7,TRUE,TRUE,TRUE,6,23.5,2,1,0,2,"96; 124","tag says 3298","",TRUE,"counted on 13-Jun; plant/umbels gone;",TRUE,TRUE
"3299_13",2021,13,TRUE,FALSE,FALSE,1,9,0,,,,"","","",FALSE,"",TRUE,TRUE
"3299_13",2022,13,TRUE,FALSE,FALSE,1,14,0,,,,"","","",FALSE,"",TRUE,TRUE
"3299_13",2023,13,TRUE,FALSE,FALSE,0,,,,,,"","NP","",FALSE,"",FALSE,FALSE
"3299_13",2024,13,TRUE,FALSE,FALSE,0,,,,,,"","NPNT","",FALSE,"",FALSE,FALSE
"3300_14",2016,14,TRUE,FALSE,FALSE,6,10.1,1,,,,"","","",FALSE,"",TRUE,TRUE
"3300_14",2017,14,TRUE,FALSE,FALSE,4,13,1,,,,"","","",FALSE,"",TRUE,TRUE
"3300_14",2018,14,TRUE,FALSE,FALSE,2,14.5,0,,,,"","","",FALSE,"",TRUE,TRUE
"3300_14",2019,14,TRUE,FALSE,FALSE,3,11,1,,,,"","","",FALSE,"",TRUE,TRUE
"3300_14",2020,14,TRUE,FALSE,FALSE,1,9.9,0,,,,"","","",FALSE,"",TRUE,TRUE
